Major group,Sub-major group,Minor Group,"Energy, with dietary fibre (kJ)",Protein (g),Total fat (g),Starch (g),Total sugars (g),Dietary fibre (g),Vitamin A retinol equivalents (µg),Vitamin B1 (Thiamin) (mg),Vitamin B2 (Riboflavin) (mg),Vitamin B3 (Niacin) (mg),Total Folates (µg),Vitamin B6 (mg),Vitamin B12 (µg),Vitamin C (mg),Vitamin E (mg),Calcium (Ca) (mg),Iodine (I) (µg),Iron (Fe) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (µg),Sodium (Na) (mg),Zinc (Zn) (mg),Total saturated fat (g),Total monounsaturated fat (g),Total polyunsaturated fat (g),Linoleic acid (g),Alpha-linolenic acid (g),Total long chain omega 3 fatty acids (mg),Total trans fatty acids (mg)
Vegetable products and dishes,Dishes where vegetable is the major component,Stuffed vegetables and vegetable dishes,561.7272727,5.9,6.8,9.290909091,1.954545455,1.972727273,77.54545455,0.061,0.071909091,1.639090909,23.09090909,0.116363636,0.236363636,24.54545455,1.413636364,48.27272727,3.936363636,0.683636364,14.90909091,78.54545455,207,3.472727273,239.9090909,0.75,2.009090909,2.979090909,1.240909091,0.984545455,0.223636364,8.060727273,117.6745455
Vegetable products and dishes,Dishes where vegetable is the major component,Vegetables and sauce,460.9642857,3.507142857,6.089285714,5.542857143,3.246428571,3.071428571,199.8214286,0.070642857,0.090321429,0.658571429,44.42857143,0.116071429,0.035714286,17.82142857,1.278214286,36.07142857,3.971428571,0.939642857,20.25,58.96428571,253.2142857,2.428571429,217.5357143,0.536785714,1.798571429,2.643571429,1.1025,0.925,0.157857143,7.372964286,89.30821429
Vegetable products and dishes,Leaf and stalk vegetables,"Herbs, fresh",164.7272727,2.345454545,1.081818182,0.781818182,1.5,5.754545455,490.0909091,0.101454545,0.234181818,1.080909091,80.45454545,0.2,0,63.27272727,0.61,181.1818182,6.045454545,4.100909091,35,61.63636364,655.5454545,0.454545455,31.90909091,0.845454545,0.360909091,0.258181818,0.21,0.070909091,0.095454545,0,0
Vegetable products and dishes,Leaf and stalk vegetables,Leaf vegetables,140,2.528,1.416,0.084,0.804,3.592,330.04,0.04476,0.144,0.7648,101.44,0.172,0,22.64,0.9632,84.24,5.58,2.244,35.68,39.04,390.52,0.612,162.12,0.5224,0.2136,0.5324,0.2848,0.212,0.072,0.1366,12.0864
Vegetable products and dishes,Leaf and stalk vegetables,Seaweeds,747,27.55,2.55,1.2,0.2,20.25,678,0.0115,0.1045,5.475,782,0.04,0,164.5,2.575,182,1268.6,11.125,188,453,1685,7.75,276.5,1.76,0.52,0.19,1.37,0.05,0,1049.303,8.12
Vegetable products and dishes,Leaf and stalk vegetables,Stalk vegetables,157.7058824,1.894117647,1.758823529,0.141176471,1.288235294,3.605882353,17.35294118,0.062647059,0.063117647,0.677647059,47.23529412,0.081764706,0,8.647058824,0.562352941,28.05882353,0.541176471,0.667058824,13.82352941,44.70588235,276.5882353,0.888235294,68.29411765,0.358823529,0.362941176,0.851176471,0.321764706,0.270588235,0.048235294,0.306529412,23.39352941
Vegetable products and dishes,Other fruiting vegetables,Mushrooms,282.6875,3.26875,4.85,0,0.03125,2.29375,6.5625,0.086125,0.0121875,4.159375,26.3125,0.014375,0,0.3125,0.78125,4.625,0.7625,0.725,15.1875,150.25,474.75,23.26875,51.375,0.11875,1.013125,2.206875,1.235,1.08125,0.145,0.718,64.525625
Vegetable products and dishes,Other fruiting vegetables,Other fruiting vegetables,213.6666667,1.55,3.0375,0.035416667,2.4875,3.939583333,82.9375,0.0464375,0.056958333,0.959166667,28.3125,0.362916667,0,75.6875,1.713125,19.25,0.59375,0.605,13.83333333,26.60416667,207.9583333,0.4875,36.58333333,0.253333333,0.551458333,1.599583333,0.55125,0.484583333,0.065,0.1751875,20.72729167
Vegetable products and dishes,Other fruiting vegetables,Pumpkin,250.25,1.521428571,2.45,1.15,5.028571429,2.292857143,235.8928571,0.021535714,0.032642857,0.411428571,23.96428571,0.070714286,0,10.85714286,0.793928571,22.75,0.528571429,0.314285714,13.42857143,35.14285714,309.7142857,2.153571429,2.821428571,0.169285714,0.382857143,1.187142857,0.501071429,0.418214286,0.081428571,0.213571429,23.29214286
Vegetable products and dishes,Other fruiting vegetables,Squash and zucchini,176.6428571,1.764285714,2.685714286,0.064285714,2.171428571,1.114285714,58.78571429,0.034857143,0.066428571,0.655,16,0.032857143,0,25.78571429,1.067857143,19,0.592857143,0.583571429,16.42857143,40.28571429,215,0.607142857,5.428571429,0.420714286,0.489285714,1.335,0.389285714,0.312142857,0.075,0.382,25.09071429
Vegetable products and dishes,Other fruiting vegetables,Sweetcorn,450.8823529,3.476470588,2.623529412,11.85294118,3.570588235,4.158823529,10.52941176,0.094411765,0.042764706,1.264705882,34.70588235,0.178235294,0,4.117647059,0.313529412,5.529411765,0.494117647,0.731176471,25.82352941,84,236.6470588,0.823529412,76.52941176,0.598823529,0.431176471,1.005294118,0.981176471,0.934705882,0.045294118,0.189117647,15.09588235
Vegetable products and dishes,Other vegetables and vegetable combinations,Mixtures of two or more vegetables,201.3783784,3.1,1.113513514,2.045945946,2.418918919,3.794594595,412.4594595,0.074243243,0.124864865,0.922162162,71.81081081,0.186756757,0,33.83783784,0.632702703,94.02702703,4.078378378,2.740810811,25.78378378,55.59459459,359.5405405,1.316216216,42.86486486,0.942162162,0.185405405,0.460540541,0.17972973,0.149189189,0.028918919,0.061621622,5.87027027
Vegetable products and dishes,Other vegetables and vegetable combinations,"Onion, leek and garlic",294.2222222,2.733333333,2.888888889,1.222222222,4.822222222,4.9,41.25925926,0.044222222,0.056555556,0.603703704,6.592592593,0.206296296,0,17.77777778,0.61962963,34,0.822222222,0.721851852,17.7037037,48.62962963,258.1851852,2.503703704,21.66666667,0.352962963,0.582222222,1.242222222,0.655925926,0.557407407,0.095185185,0.359666667,30.48111111
Vegetable products and dishes,Other vegetables and vegetable combinations,Other vegetables,139.6666667,0.933333333,0.366666667,1.4,4.1,2.2,1.333333333,0.022666667,0.034,0.4,19.66666667,0.07,0,5.666666667,0.4,15,0.5,1.003333333,8.333333333,40.66666667,225.3333333,0.733333333,30,0.236666667,0.046666667,0.046666667,0.143333333,0.12,0.023333333,0,0
Vegetable products and dishes,Peas and beans,Beans,223.4285714,4.35,1.021428571,2.85,1.328571429,4.535714286,37.78571429,0.071214286,0.114285714,0.809285714,124.7857143,0.187857143,0,17.57142857,0.241428571,28.71428571,6.114285714,1.192857143,22.57142857,151.8571429,206.6428571,2.664285714,29.5,1.082857143,0.157857143,0.402857143,0.145714286,0.123571429,0.021428571,0.120571429,9.632142857
Vegetable products and dishes,Peas and beans,Peas and edible-podded peas,279,4.345454545,1.745454545,3.036363636,3.081818182,4.709090909,49.45454545,0.121909091,0.086272727,1.157272727,38,0.08,0,27.09090909,0.331818182,26.36363636,0.936363636,1.281818182,30.90909091,64.09090909,283.9090909,0.972727273,25,1.077272727,0.283636364,0.800909091,0.275454545,0.234545455,0.04,0.185090909,15.97
Vegetable products and dishes,Peas and beans,Sprouts,141.2,3.32,1.32,0.46,0.92,1.66,5.6,0.0484,0.108,0.46,50,0.028,0,19,0.862,13.2,0.54,0.538,17,42.4,131.2,1.82,13,0.606,0.194,0.688,0.212,0.184,0.028,0.07,8.512
Vegetable products and dishes,Potatoes,Potato mixed dishes,543.9047619,3.828571429,5.980952381,12.54761905,1.419047619,1.928571429,46.14285714,0.056904762,0.067142857,1.004761905,16.95238095,0.133333333,0.1,8.952380952,0.335238095,47.61904762,3.661904762,0.526190476,19.04761905,89.04761905,370.8571429,3.119047619,130.6190476,0.466190476,3.215714286,1.777619048,0.446666667,0.346190476,0.077142857,5.203190476,184.292381
Vegetable products and dishes,Potatoes,Potato products,1031.305556,3.988888889,11.70833333,28.675,0.669444444,3.180555556,0.694444444,0.101138889,0.04625,2.428888889,13.16666667,0.137777778,0.019444444,12.72222222,1.556666667,8.222222222,2.247222222,0.9275,31.02777778,108.0555556,615.4444444,1.113888889,172.0277778,0.517222222,1.866944444,5.946944444,3.230555556,2.591944444,0.621944444,0.487,82.595
Vegetable products and dishes,Potatoes,Potatoes,446.2923077,2.821538462,3.075384615,14.36615385,1.010769231,2.212307692,4.138461538,0.088323077,0.035338462,1.415076923,16.07692308,0.127076923,0.001538462,15.21538462,0.521230769,5.584615385,0.749230769,0.585692308,23.49230769,66.58461538,529.8615385,0.849230769,10.73846154,0.383230769,0.678769231,1.508307692,0.605692308,0.508307692,0.092615385,0.5958,47.00369231
Vegetable products and dishes,Tomato and tomato products,Tomato,174.8571429,1.014285714,2.657142857,0.078571429,2.557142857,1.392857143,39.85714286,0.026071429,0.014857143,0.775714286,14.42857143,0.032857143,0,20.21428571,0.768571429,10.35714286,0.407142857,0.315,8,28.35714286,240.1428571,0.485714286,18.85714286,0.293571429,0.544285714,1.287857143,0.556428571,0.461428571,0.092857143,0.451214286,37.15857143
Vegetable products and dishes,Tomato and tomato products,Tomato products,269.2222222,2.8,0.7,0.322222222,9.077777778,3.666666667,163.1111111,0.073333333,0.066666667,2.161111111,19.33333333,0.126666667,0,10.77777778,2.738888889,35.22222222,0.933333333,1.364444444,35.22222222,64.44444444,786.2222222,3.155555556,194.6666667,1.745555556,0.056666667,0.201111111,0.22,0.182222222,0.037777778,0,10.99444444
Vegetable products and dishes,"Wild harvested vegetables, and vegetable dishes (NATSINPAS)",Wild harvested vegetables,613.6666667,2.8,0.6,26.86666667,1.166666667,8.533333333,1.666666667,0.233333333,0.028333333,1.086666667,15.33333333,0.126666667,0,14.66666667,0.793333333,32,0.5,1.54,86.66666667,63.66666667,382,0.5,37.33333333,0.716666667,0,0,0,0,0,0,0
