Major group,Sub-major group,Minor Group,"Energy, with dietary fibre (kJ)",Protein (g),Total fat (g),Starch (g),Total sugars (g),Dietary fibre (g),Vitamin A retinol equivalents (µg),Vitamin B1 (Thiamin) (mg),Vitamin B2 (Riboflavin) (mg),Vitamin B3 (Niacin) (mg),Total Folates (µg),Vitamin B6 (mg),Vitamin B12 (µg),Vitamin C (mg),Vitamin E (mg),Calcium (Ca) (mg),Iodine (I) (µg),Iron (Fe) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (µg),Sodium (Na) (mg),Zinc (Zn) (mg),Total saturated fat (g),Total monounsaturated fat (g),Total polyunsaturated fat (g),Linoleic acid (g),Alpha-linolenic acid (g),Total long chain omega 3 fatty acids (mg),Total trans fatty acids (mg)
"Meat, poultry and game products and dishes","Beef, sheep and pork, unprocessed",Pork,1045.917241,26.12413793,16.23034483,0.012413793,0.062068966,0.00137931,4.855172414,0.746868966,0.161758621,7.613724138,29.63448276,0.393724138,0.513793103,0,0.348827586,9.213793103,0.830344828,0.808206897,25.31724138,228.2344828,400.462069,18.23310345,92.88275862,2.16337931,5.909724138,7.302413793,1.981034483,1.663586207,0.133724138,27.29593793,82.82758621
"Meat, poultry and game products and dishes","Beef, sheep and pork, unprocessed",Veal,659.5,26.73695652,5.391304348,0.286956522,0.010869565,0.017391304,6.934782609,0.0815,0.19926087,11.45,0.630434783,0.699782609,2.260869565,0.52173913,0.568043478,7.565217391,0.563043478,1.351086957,25.15217391,251.1956522,350.9347826,9.719565217,61.60869565,4.039782609,2.365652174,1.928695652,0.445217391,0.190869565,0.056304348,91.42169565,337.9067391
"Meat, poultry and game products and dishes",Mammalian game meats,Kangaroo,498.75,25.3125,1.8625,0,0,0,11.875,0.149125,0.406375,3.74375,39.625,0.5925,1.7625,0,0.87625,6.125,0.9875,3.22375,24.75,217.625,328.75,21.1875,69.875,3.70625,0.485,0.8175,0.39625,0.23,0.06125,44.22525,33.845
"Meat, poultry and game products and dishes",Mammalian game meats,Other mammalian game,605.2857143,24.38095238,5.152380952,0,0.00952381,0,5.904761905,0.123380952,0.288714286,5.386190476,10.14285714,0.306190476,2.185714286,0,0.778571429,6.19047619,3.061904762,2.988095238,25.19047619,219.6666667,347.2857143,12.06666667,58.66666667,3.617619048,2.564285714,1.727142857,0.388571429,0.208095238,0.098095238,35.7537619,138.3095238
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Beef dishes with gravy, sauce or vegetables",590.1842105,12.96052632,7.465789474,2.318421053,2.468421053,1.531578947,82.10526316,0.065289474,0.101026316,1.852894737,15.71052632,0.143947368,0.784210526,6.631578947,1.112105263,17.34210526,1.834210526,1.509736842,21.65789474,130.2894737,264.3947368,6.628947368,246.3684211,2.766842105,2.356578947,3.428157895,1.049210526,0.817631579,0.15,36.74339474,174.0828947
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Beef dishes, added pasta, noodles or rice",613.6666667,9.747619048,4.5,14.22380952,1.614285714,1.504761905,66.71428571,0.044238095,0.060238095,1.08,12.0952381,0.075238095,0.528571429,4.952380952,0.73,15.33333333,2.580952381,1.064285714,17.28571429,96.0952381,176.8095238,4.704761905,170.0952381,2.013333333,1.39047619,2.032380952,0.628571429,0.484761905,0.086190476,25.92947619,92.78047619
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Beef, crumbed, battered, meatloaf or patty type with cereal and/or vegetables",892.7272727,21.80454545,9.859090909,7.795454545,1.109090909,0.763636364,19.59090909,0.073181818,0.112727273,3.275454545,32.63636364,0.100909091,1.490909091,1.136363636,0.904545455,23.27272727,10.43636364,1.887272727,27.86363636,202.0909091,317.4545455,10.04090909,179.7272727,2.978636364,3.451363636,4.372727273,1.033636364,0.804090909,0.141818182,35.11218182,247.9004545
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Lamb or mutton dishes with gravy, sauce or vegetables",702.0869565,13.78695652,10.25217391,2.239130435,2.152173913,1.530434783,127.7391304,0.069391304,0.157565217,2.866086957,20.47826087,0.140434783,1.169565217,5.956521739,1.046956522,20.69565217,1.252173913,1.483913043,22.91304348,133.3913043,269.1304348,7.791304348,173.5652174,2.116086957,3.522173913,4.435652174,1.209130435,0.875217391,0.206086957,61.71186957,431.1126087
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Lamb or mutton dishes, added pasta, noodles or rice",683.8,10.7,5.46,15.44,1.5,1.3,35,0.061,0.123,2,12.8,0.07,0.76,3.2,0.664,16.4,1.78,1.144,20,110.8,205.8,5.64,85.6,1.418,1.646,2.494,0.684,0.492,0.098,41.2894,204.86
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Lamb or mutton, crumbed, battered, meatloaf or patty type with cereal and/or vegetables",991.8571429,21.08571429,11.9,10.18571429,0.814285714,0.8,18.71428571,0.123571429,0.218142857,6.928571429,34.28571429,0.262857143,1.157142857,0.428571429,1.174285714,22.71428571,10.9,2.107142857,27,205.4285714,283.4285714,10.94285714,131.1428571,3.388571429,3.845714286,5.258571429,1.492857143,1.018571429,0.191428571,100.0208571,505.4314286
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Mammalian game meat, mixed dishes",592.6666667,14.85,6.233333333,4.483333333,1.3,1.233333333,51.5,0.079,0.193166667,2.333333333,13.83333333,0.2,1.1,3.5,1.205,17,3,1.921666667,19.83333333,136.8333333,255.1666667,11.85,61.33333333,2.176666667,2.145,2.758333333,0.77,0.571666667,0.135,23.861,143.9716667
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Pork dishes with gravy, sauce or vegetables",722.3846154,15.73076923,8.830769231,2.815384615,4.069230769,1.592307692,77.92307692,0.448769231,0.151230769,4.983846154,24.38461538,0.188461538,0.292307692,7.461538462,0.878461538,16.15384615,1.646153846,1.303076923,23.84615385,162.0769231,338.4615385,17.95384615,359.6153846,1.653076923,3.485384615,3.591538462,1.103076923,0.879230769,0.155384615,18.64569231,68.04769231
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Pork dishes, added pasta, noodles or rice",703.5,12.5,5.6,13.275,2.9,1.3,69.25,0.284,0.09675,3.805,19.25,0.1225,0.15,8.75,0.805,12.75,2.05,0.6475,20.25,112.25,228.25,13.2,322.5,1.2425,1.645,2.505,0.94,0.77,0.105,12.18525,28.1675
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Pork, crumbed, battered, meatloaf or patty type with cereal and/or vegetables",947,24.16,9.56,9.34,1.04,0.82,9.6,0.7302,0.152,7.592,57,0.414,0.48,0.6,0.498,18.4,11.38,1.132,30.4,223.8,360.8,18.6,150.2,2.238,3.086,4.26,1.544,1.25,0.114,34.0962,60.902
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Unspecified meat, mixed dishes",744.2,14.2,11.54,1.98,1.72,1.32,96,0.0762,0.113,3.13,19.6,0.166,0.94,3.6,0.818,18.2,5.64,1.3,20.4,144.8,264.8,8.82,362.8,2.15,4.492,5,0.95,0.758,0.128,24.3316,325.346
"Meat, poultry and game products and dishes","Mixed dishes where beef, sheep, pork or mammalian game is the major component","Veal, crumbed, battered, meatloaf or patty type with cereal and/or vegetables",965.7142857,23.7,9.814285714,10.72857143,0.757142857,0.771428571,13.57142857,0.102,0.192571429,10.94714286,29.14285714,0.448571429,1.142857143,1,2.101428571,26.71428571,20.3,1.522857143,30.28571429,249.7142857,306.5714286,8.114285714,292.5714286,4.2,1.855714286,4.955714286,2.265714286,1.732857143,0.317142857,94.87871429,116.1271429
"Meat, poultry and game products and dishes",Mixed dishes where poultry or feathered game is the major component,"Poultry crumbed, battered, meatloaf or patty type with cereal and/or vegetables",1045.537037,20.85740741,12.48518519,12.12777778,0.859259259,0.837037037,23.55555556,0.139888889,0.182259259,6.650555556,30.85185185,0.405,0.461111111,0.203703704,1.751851852,22.77777778,14.42222222,0.883703704,25.98148148,205.1851852,247.7962963,22.22592593,290.037037,1.259074074,3.369444444,5.836296296,2.44,2.092222222,0.247962963,22.73624074,120.3109259
"Meat, poultry and game products and dishes",Mixed dishes where poultry or feathered game is the major component,"Poultry dishes, with gravy, sauce or vegetables",643.1944444,14.34444444,8.502777778,1.813888889,2.477777778,1.430555556,94.55555556,0.101361111,0.160694444,5.075833333,19.38888889,0.286666667,0.325,6.472222222,1.750555556,24.44444444,2.8,0.809444444,25.05555556,162.1111111,295.0833333,15,259.4722222,0.918333333,2.580833333,3.977222222,1.367777778,1.135,0.164166667,17.61413889,83.10361111
"Meat, poultry and game products and dishes",Mixed dishes where poultry or feathered game is the major component,"Poultry dishes, with gravy, sauce or vegetables, added pasta, noodles or rice",673.8076923,9.946153846,5.711538462,14.67692308,1.880769231,1.473076923,64.92307692,0.074846154,0.106730769,3.223846154,14.84615385,0.186538462,0.242307692,4.307692308,1.124230769,21.69230769,2.607692308,0.613846154,20.34615385,116.2692308,193.9615385,10.20769231,190.9615385,0.736538462,1.783846154,2.587307692,0.898846154,0.748461538,0.106538462,11.23346154,59.22115385
"Meat, poultry and game products and dishes","Mixed dishes where sausage, bacon, ham or other processed meat is the major component","Other processed meat, mixed dish",1000.5,11.65,14.9,12.4,1.65,1.5,98,0.0525,0.137,1.345,46.5,0.06,1.05,4,1.57,45,11.35,1.275,17.5,382,207.5,9.4,483.5,1.49,5.395,6.9,1.38,1.14,0.2,19.643,412.705
"Meat, poultry and game products and dishes","Mixed dishes where sausage, bacon, ham or other processed meat is the major component","Sausage dishes with gravy, sauce or vegetables",778.25,7.95,12.55,7.375,2.4,1.825,74,0.03125,0.0725,1.8675,13.75,0.1125,0.575,3.5,0.58,20.25,2.25,1.1725,15.25,114,183,7.275,539.25,1.6875,5.2425,5.4375,0.7025,0.5625,0.1175,6.699,378.12
"Meat, poultry and game products and dishes","Mixed dishes where sausage, bacon, ham or other processed meat is the major component","Sausage dishes with gravy, sauce or vegetables, added pasta, noodles or rice",595,5,6,14.8,1.3,1.8,86,0.023,0.045,0.9,14,0.08,0.3,5,0.63,16,2,0.56,14,64,142,4.9,179,0.74,2.08,2.79,0.55,0.46,0.06,2.761,134.17
"Meat, poultry and game products and dishes","Organ meats and offal, products and dishes",Kidney,513.1666667,22.23333333,3.65,0,0,0,113.6666667,0.403333333,2.616666667,6.966666667,51,0.325,41.46666667,6,0.08,15.66666667,3.15,7.566666667,15.83333333,350,221.6666667,132.9,181.6666667,2.63,1.325,0.858333333,0.548333333,0.191666667,0.08,127.9488333,136.3266667
"Meat, poultry and game products and dishes","Organ meats and offal, products and dishes",Liver,744,22.94444444,8.644444444,0,0,0,20303.55556,0.223,3.365555556,10.65,903.3333333,0.857777778,62.31111111,19,0.723333333,8.222222222,2.977777778,9.656666667,19.66666667,323,293.8888889,46.17777778,79,4.576666667,2.63,2.177777778,1.632222222,0.484444444,0.268888889,402.5793333,300.4411111
"Meat, poultry and game products and dishes","Organ meats and offal, products and dishes","Liver paste, pate and dishes",1297.5,18,26.1,0.65,0.2,1.3,5330,0.225,0.95,4.85,53.5,0.245,10.8,13,0.98,23,3,6.465,15.5,200,84,52.05,848.5,2.85,8.8,11.555,1.975,1.895,0.035,9.499,1164.315
"Meat, poultry and game products and dishes","Organ meats and offal, products and dishes","Other organ meat, blood and offal dishes",1263,18.5,23.2,4.35,0.45,0.7,353.5,0.045,0.1255,1.45,0,0.785,0.95,0,0.48,20.5,4,11.83,17.5,108,135.5,4.85,647.5,1.35,7.835,10.745,1.975,1.77,0.105,60.6765,1019.18
"Meat, poultry and game products and dishes","Organ meats and offal, products and dishes",Other organ meats and offal,731.7647059,19.37647059,10.87647059,0,0,0,0.588235294,0.185882353,0.664705882,4.111764706,3.411764706,0.219411765,6.723529412,3.941176471,0.530588235,9.529411765,2.252941176,3.341764706,14.70588235,172.6470588,207.3529412,20.93529412,84.82352941,2.376470588,4.323529412,4.130588235,0.731764706,0.277058824,0.188823529,131.8744118,475.7058824
"Meat, poultry and game products and dishes",Poultry and feathered game,Chicken,851.4252874,23.7045977,11.98390805,0.112643678,0.172413793,0.02183908,30.45977011,0.083793103,0.209655172,7.384597701,5.609195402,0.405517241,0.671264368,0,1.181149425,14.57471264,1.527586207,0.688735632,23.52873563,223.2873563,269.8390805,24.22528736,93.22988506,1.397701149,3.535862069,5.97816092,1.755632184,1.512068966,0.130574713,22.20512644,61.01206897
"Meat, poultry and game products and dishes",Poultry and feathered game,Feathered game,722,23.84,8.52,0,0.1,0,25.7,0.1613,0.3292,10.404,14.4,0.498,3.63,0.5,0.414,12.6,1.86,2.877,24.9,224.9,350.8,33.3,254.3,1.583,2.479,4.09,1.428,1.229,0.077,18.3016,44.583
"Meat, poultry and game products and dishes",Poultry and feathered game,Other poultry,1069.833333,21.5875,18.70833333,0.566666667,0.033333333,0.0375,48.29166667,0.126208333,0.148375,4.889583333,1.708333333,0.110416667,0.970833333,0.625,0.53625,18.625,3.141666667,1.3125,19.58333333,184.7083333,276.8333333,19.6,173.125,2.465,5.70875,8.89625,3.05375,2.73375,0.184583333,6.9205,103.585
"Meat, poultry and game products and dishes",Processed meat,Bacon,1121.714286,23.34285714,19.24285714,0.096428571,0.621428571,0.164285714,3.607142857,0.475535714,0.167178571,4.8825,1.714285714,0.077857143,0.639285714,0,0.341428571,8.964285714,0.835714286,0.734285714,20.03571429,338.7142857,341.6071429,17.52142857,1608.25,1.67,7.18,9.225357143,1.720357143,1.476071429,0.139285714,35.07964286,128.6557143
"Meat, poultry and game products and dishes",Processed meat,Dried meats,1179,33.5,4.5,0,19.2,0,4,0.047,0.175,4.79,0,0.22,1.3,2,1.44,9,2.9,3.41,42,366,593,14.6,1736,6.5,1.7,1.78,0.51,0.22,0.05,102.127,156.81
"Meat, poultry and game products and dishes",Processed meat,"Fermented, comminuted meats (e.g. Salami)",1597.777778,20.68888889,32.86666667,0.566666667,0.588888889,0.111111111,10.11111111,0.256555556,0.173666667,4.756666667,9.888888889,0.396666667,1.566666667,0,0.175555556,18.88888889,2.455555556,2,19.77777778,208.8888889,257.2222222,25.52222222,1327.222222,3.252222222,11.42,16.85555556,3.08,2.682222222,0.232222222,107.8635556,241.8877778
"Meat, poultry and game products and dishes",Processed meat,Ham,632.8888889,18.36666667,7.688888889,1.033333333,0.422222222,0.977777778,4.333333333,0.361222222,0.202,4.056666667,6.111111111,0.095555556,0.577777778,0,0.072222222,12.44444444,7.177777778,1.176666667,19.44444444,258.8888889,304.2222222,19.46666667,1347.111111,2.172222222,2.768888889,3.526666667,0.731111111,0.624444444,0.04,21.37655556,26.27444444
"Meat, poultry and game products and dishes",Processed meat,"Processed delicatessen meat, mammalian",855,16.10714286,14.40714286,1.628571429,0.514285714,0.928571429,40.28571429,0.105785714,0.138,2.787857143,4.285714286,0.192857143,1.071428571,0,0.337857143,20.5,6.064285714,1.801428571,18.35714286,525.3571429,191.7857143,20.03571429,1009.142857,2.227857143,5.31,7.225,1.099285714,0.935714286,0.087857143,58.85121429,258.145
"Meat, poultry and game products and dishes",Processed meat,"Processed delicatessen meat, poultry",612.8,16,7.18,2.88,0.46,0.22,16,0.0166,0.1136,5.23,18,0.108,0.6,0,0.062,9.2,3.34,0.702,19.8,276,320,11.66,825.4,0.858,2.272,3.28,1.228,1.124,0.05,3.9764,37.642
"Meat, poultry and game products and dishes",Processed meat,"Processed meat, commercially sterile (includes canned meats)",614,10.98333333,9.141666667,3.566666667,1.191666667,1.158333333,23.33333333,0.044166667,0.1025,2.116666667,45.33333333,0.073333333,0.641666667,2.416666667,0.385833333,37.16666667,4.533333333,1.2175,13.08333333,140.75,173.25,9.566666667,584.0833333,1.4575,3.565833333,3.883333333,1.004166667,0.883333333,0.069166667,13.89583333,186.6733333
"Meat, poultry and game products and dishes","Sausages, frankfurts and saveloys","Frankfurts and saveloys, saturated fat content >5 g/100g",1051,14.3,19.9,3.2,0.2,1.8,1,0.08,0.11,2,21,0.3,0.4,0,0,33,3.3,2.3,20,220,93,24.6,770,2.4,7.51,9.52,1.46,1.28,0.13,54.924,128.16
"Meat, poultry and game products and dishes","Sausages, frankfurts and saveloys","Sausage, saturated fat content >5 g/100g",1082.1875,14.9,20.04375,3.8,0.61875,1.66875,22.6875,0.0106875,0.1435,3.13125,17.625,0.25,1.4875,0.375,0.519375,11.6875,2.85625,1.535,17.8125,175.3125,193,15.13125,761.3125,2.534375,8.799375,8.65875,1.071875,0.86625,0.125625,19.1491875,677.34
"Meat, poultry and game products and dishes","Sausages, frankfurts and saveloys","Sausages, frankfurts and saveloys, saturated fat content ?5 g/100g",708.1111111,17.48888889,8.733333333,3.866666667,0.655555556,1.388888889,26,0.110888889,0.208666667,3.497777778,5.888888889,0.245555556,1.044444444,0.111111111,0.695555556,15.11111111,2.566666667,1.197777778,20.44444444,176,211.4444444,18.83333333,508.5555556,1.842222222,3.023333333,4.168888889,0.896666667,0.792222222,0.075555556,4.627444444,178.4122222
"Meat, poultry and game products and dishes","Wild harvested meat, and meat dishes (NATSINPAS)",Wild harvested mammalian meat,685.4285714,27.61428571,5.635714286,0.4,0,0,117.3571429,0.135071429,0.349,5.184285714,20,0.469285714,1.814285714,0.642857143,0.45,8.285714286,5.107142857,3.218571429,23.07142857,241.3571429,355.5714286,22.78571429,83.85714286,2.798571429,1.868571429,2.143571429,1.162857143,0.742142857,0.130714286,115.1941429,62.27857143
"Meat, poultry and game products and dishes","Wild harvested meat, and meat dishes (NATSINPAS)","Wild harvested meat, mixed dishes",773.5,12.9,10.8,7.15,1.2,1.5,164.5,0.077,0.134,1.98,28.5,0.215,0.95,5.5,0.88,15.5,1.75,1.83,18,111.5,256,12.6,48,1.59,4.31,4.555,1.01,0.76,0.145,38.9595,362.9
Milk products and dishes,Cheese,"Cheese, camembert, brie and other surface ripened cheeses",1431.333333,19.2,29.1,0,0.1,0,403.3333333,0.013666667,0.453333333,0.383333333,76.66666667,0.126666667,1.166666667,0,0.8,477,16,0.156666667,20.66666667,344.6666667,99.33333333,6.833333333,635.6666667,2.433333333,19.00333333,7.5,0.863333333,0.623333333,0.22,17.97066667,852.9733333
Milk products and dishes,Cheese,"Cheese, hard cheese ripened styles",1502.333333,24.76666667,28.42,0.023333333,0.3,0.026666667,246.2333333,0.029433333,0.383,0.469666667,47.06666667,0.051666667,1.526666667,0.3,0.661333333,685.0666667,28.45333333,0.232333333,27.7,488.0333333,80.3,13.35666667,846.9333333,3.381,18.41266667,7.075666667,0.972666667,0.502333333,0.268333333,52.5866,776.66
Milk products and dishes,Cheese,"Cheese, hard cheese ripened styles, reduced fat",1166.6,29.06,17.44,0,0.46,0,164.2,0.0514,0.4726,0.398,43,0.076,1.56,0.2,0.736,785,18.76,0.238,30.2,545.6,96.4,12.8,736.4,3.726,11.272,4.124,0.624,0.308,0.168,34.6334,467.958
Milk products and dishes,Cheese,"Cheese, not further defined",1471.6,23.28,28.16,0.02,0.6,0.02,215.2,0.0266,0.3896,0.972,45.4,0.064,1.68,0.8,0.554,672.8,23.32,0.206,25.4,449.8,84.2,12.68,838.2,3.212,18.516,6.762,0.99,0.498,0.246,45.0088,832.45
Milk products and dishes,Cheese,"Cheese, processed",1316.714286,17.88571429,26.01428571,0.042857143,2,0,221,0.024142857,0.437,0.142857143,24.71428571,0.021428571,1.442857143,0,1.098571429,652.1428571,22.25714286,0.221428571,21.28571429,514.7142857,82.85714286,3.528571429,1136.142857,2.8,17.21857143,6.485714286,0.69,0.448571429,0.214285714,24.83042857,651.5614286
Milk products and dishes,Cheese,"Cheese, processed, reduced fat",816.1666667,20.85,9.783333333,0,5.016666667,0,143.6666667,0.021666667,0.418333333,2.333333333,27.33333333,0.05,1.516666667,1.666666667,0.475,839.8333333,21.33333333,0.278333333,20.83333333,435,150,10.78333333,1091,2.545,6.106666667,2.233333333,0.221666667,0.168333333,0.051666667,0,233.6266667
Milk products and dishes,Cheese,"Cheese, unripened styles, including cream and cottage cheese, reduced fat",510,10.54,7.22,0,2.82,0,189.8,0.0198,0.227,0.174,27.4,0.042,0.4,0,0.524,113,12.32,0.054,8.8,140.6,105.8,4.7,221.8,0.552,4.642,1.696,0.172,0.118,0.05,0.4726,319.018
Milk products and dishes,Cheese,"Cheese, unripened styles, including cream and cottage cheese, regular fat",971.1,10.26,19.69,0.18,2.89,0.33,232.7,0.0152,0.1765,0.165,36.7,0.043,0.47,1.3,0.873,168,12.94,0.144,12.3,160.6,117.8,4.38,299.2,0.843,12.648,4.626,0.489,0.345,0.138,4.5738,821.601
Milk products and dishes,Cream,"Cream substitute, artificial cream",964,1,14.9,2.9,21.65,0,0,0,0,0,0,0,0,0,0,17,16.6,0,2,20,24,6,57,0.14,13.22,0.745,0.055,0.055,0,0,154.015
Milk products and dishes,Cream,"Cream, reduced fat",956.5,2.45,23,0,4.05,0,234.5,0.03,0.1925,0.025,64,0,0.2,0,1.1,77,11.3,0.14,7.5,67,98,0,30.5,0.265,14.755,5.555,0.895,0.455,0.205,52.3855,788.23
Milk products and dishes,Cream,"Cream, regular and increased fat",1465.6,2.2,37.38,0,2.82,0,406.6,0.025,0.158,0.04,52.6,0.002,0.28,0,1.208,70.2,11.46,0.076,6.8,63.2,103.4,0,32.6,0.222,24.102,9.006,1.408,0.716,0.322,76.5236,1928.384
Milk products and dishes,Cream,"Cream, sour",1318,2.3,33.25,0,2.55,0,325.5,0.0045,0.14,0.01,57,0,0.1,0,1.1,61.5,15,0.02,6.5,57,91.5,0,25.5,0.22,21.485,7.95,0.725,0.53,0.19,0,1256.61
Milk products and dishes,Cream,"Cream, sour, reduced fat",795,4.6,16.4,0,5.85,0,189.5,0.025,0.275,0.05,57,0,0.1,0,1.1,126,15,0.11,12,98,171,0,66,0.4,10.61,3.925,0.355,0.265,0.095,0,620.58
Milk products and dishes,Cream,"Cream, unspecified type or fat level",1342.75,1.925,32.3,0.225,6.825,0,248.5,0.0185,0.11,0.0075,56.25,0,0.125,0,0.97,56,11.825,0.015,5.5,54,78,0.525,29.5,0.185,21.32,7.425,1.15,0.5875,0.2625,62.28175,1596.6
Milk products and dishes,Custards,"Custard, fat content ? 4 g/100 g",1229,4,19.95,2.7,23.4,0,188,0.0305,0.165,0.095,37.5,0.035,0.6,0,1.31,77,21.1,0.53,7,108,101.5,7.4,33,0.515,11.68,5.475,0.98,0.605,0.15,58.7855,838.845
Milk products and dishes,Custards,"Custard, fat content <4 g/100 g",423,3.728571429,2.614285714,2.728571429,13.4,0.171428571,13.14285714,0.043714286,0.21,0.05,4.285714286,0.008571429,0.114285714,0,0.058571429,128.1428571,14.44285714,0.058571429,10.71428571,115.4285714,163.1428571,2.742857143,75.57142857,0.392857143,1.695714286,0.638571429,0.065714286,0.045714286,0.018571429,2.094142857,85.02
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, cow, fluid, reduced fat, <2 g/100g",182.25,3.4375,1.1625,0,4.9,0,13.5,0.0135,0.1845,0.425,20.25,0.02625,0.5625,0.125,0.04,117.125,22.3625,0.01125,10.75,94.125,153.5,0.6375,40.375,0.3825,0.76125,0.285,0.03125,0.02,0.00875,0.01725,35.925
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, cow, fluid, reduced fat, <2 g/100g, fortified",209.2,4.1,1.22,0,5.72,0,12.4,0.018,0.2088,0.44,33.8,0.028,0.52,1.8,0.028,146.8,24.48,0.4,15.4,104,166.6,0.86,44,0.466,0.728,0.378,0.048,0.032,0.01,4.9614,32.698
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, cow, fluid, regular whole, full fat",268.2222222,3.244444444,3.411111111,0,5.344444444,0,50.11111111,0.012333333,0.194888889,0.15,12.88888889,0.057777778,0.5,0.666666667,0.087777778,105,18.64444444,0.027777778,10.11111111,88.11111111,139.4444444,1.555555556,37.22222222,0.33,2.208888889,0.872222222,0.09,0.065555556,0.021111111,2.527,100.7733333
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, cow, fluid, regular whole, full fat, fortified",256,3.1,3.2,0,5.1,0,11,0.04,0.22,0,26,0.04,0.6,0,0.05,110,24,0.44,11,94,200,0.5,40,0.12,2.08,0.81,0.12,0.08,0.03,12.096,81.65
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, cow, fluid, skim, non-fat",139,3.45,0.1,0,4.8,0,0.333333333,0.030833333,0.169,0.045,5.166666667,0.028333333,0.45,0.666666667,0.01,115,13.68333333,0.011666667,11.33333333,92,156.5,1.4,44.83333333,0.316666667,0.066666667,0.025,0,0,0,0.175166667,1.855
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, evaporated or condensed, undiluted",759.4,8.34,4,0,29.3,0,35.6,0.071,0.5588,0.16,0,0,0.28,1.2,0.08,274.2,45.7,0.17,25.4,249.2,363.4,7.14,106,0.91,2.606,0.982,0.12,0.072,0.03,4.5638,101.388
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, fluid, unspecified",240.4,3.44,2.42,0.08,5.5,0,35,0.0144,0.1974,0.246,14.8,0.05,0.58,0,0.084,114.2,20,0.036,11.2,93.6,152.4,1.2,42,0.366,1.55,0.63,0.082,0.062,0.012,1.4512,75.278
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, non-bovine species",880,11.86666667,11.73333333,0.733333333,14.53333333,0,94.33333333,0.204333333,0.584666667,1.763333333,19.33333333,0.15,1.333333333,0,0.29,422,17.6,0.243333333,45,340.3333333,636.6666667,9.233333333,137,1.293333333,7.72,2.923333333,0.423333333,0.323333333,0.093333333,3.465333333,196.8366667
Milk products and dishes,"Dairy milk (cow, sheep and goat)","Milk, powder, cow, dry",1787.75,30.925,13.85,0,46.9,0,211.25,0.27925,1.6765,0.425,62.75,0.27,2.375,14.75,0.515,1018.25,107.75,0.1425,97.5,884.5,1464.75,18.825,367,3.1,9.1525,3.3475,0.36,0.2425,0.105,12.02575,257.4325
Milk products and dishes,Flavoured milks and milkshakes,"Milk, coffee/chocolate flavoured and milk-based drinks, full fat",349.7142857,2.764285714,3.807142857,0.414285714,9.478571429,0.135714286,55.57142857,0.01,0.177928571,0.664285714,12.07142857,0.049285714,0.407142857,0.142857143,0.092142857,82.28571429,16.10714286,0.079285714,15.35714286,72.21428571,135.2142857,1.314285714,34.85714286,0.275,2.450714286,0.955,0.117142857,0.083571429,0.025714286,3.228428571,129.3964286
Milk products and dishes,Flavoured milks and milkshakes,"Milk, coffee/chocolate flavoured and milk-based drinks, reduced fat",265.5,2.85,1.6125,0.9375,8.7375,0.0625,28.25,0.179125,0.184625,0.76625,22.375,0.025,0.5,1,0.19625,114,16.0125,0.20125,16.625,92,166.75,0.8625,46,0.4475,0.97625,0.45375,0.06375,0.04375,0.02,0.029375,46.86375
Milk products and dishes,Flavoured milks and milkshakes,"Milk, other flavoured and milk-based drinks, full fat",373,3.02,3.64,0.3,11.2,0.04,51.2,0.0022,0.1898,0.334,12.4,0.064,0.5,0.4,0.074,96.4,13.92,0.018,9.4,80.4,128.4,1.18,38,0.29,2.354,0.914,0.096,0.066,0.022,3.7376,118.384
Milk products and dishes,Flavoured milks and milkshakes,"Milk, other flavoured and milk-based drinks, not stated as to fat",809,4.2,12.8,0,8.5,0,120,0.021,0.169,0.08,36,0.02,0.4,0,0.6,64,20.2,0.49,8,82,102,5.5,50,0.4,7.62,3.37,0.64,0.4,0.1,34.693,556.13
